houseValue,income,houseAge,rooms,bedrooms,population,households,latitude,longitude
342200,6.3810000,52,3078,494,1005,462,37.8900000,-122.2600000
370900,6.6828000,52,3706,531,1205,504,37.8900000,-122.2600000
350000,7.5385000,37,3000,457,987,450,37.8900000,-122.2500000
368600,6.7138000,42,2863,460,1031,448,37.8900000,-122.2500000
391800,6.2425000,52,2551,417,894,404,37.8800000,-122.2600000
415300,5.7979000,52,2255,410,823,377,37.8800000,-122.2600000
284900,4.2813000,52,3360,648,1232,621,37.8800000,-122.2700000
287500,3.5417000,52,1693,391,669,367,37.8800000,-122.2700000
272900,3.0132000,44,2252,592,989,550,37.8800000,-122.2700000
259600,4.1429000,52,2495,491,1058,464,37.8800000,-122.2800000
254500,4.1912000,52,1193,200,506,207,37.8800000,-122.2800000
235600,3.9167000,52,1172,215,489,218,37.8800000,-122.2800000
218400,3.8897000,52,2159,424,824,388,37.8800000,-122.2900000
229200,3.1065000,48,2365,490,1034,475,37.8800000,-122.2900000
192100,2.9926000,46,1895,442,920,425,37.8800000,-122.2900000
179300,3.5560000,52,1650,395,841,380,37.8800000,-122.2900000
187500,1.4750000,45,453,146,749,137,37.8800000,-122.3000000
138800,1.6971000,52,409,97,208,98,37.8800000,-122.3000000
150000,2.1705000,10,503,118,228,100,37.8700000,-122.3000000
140600,2.7500000,50,499,127,287,128,37.8600000,-122.3000000
120000,2.5682000,52,477,119,218,106,37.8500000,-122.2900000
144800,2.9000000,46,1647,376,854,355,37.8800000,-122.3000000
144800,2.2208000,52,3123,749,1695,684,37.8700000,-122.3000000
245500,3.2344000,52,957,188,403,172,37.8800000,-122.2800000
200000,3.5156000,52,589,132,288,131,37.8700000,-122.2800000
173700,1.9805000,49,2026,548,963,521,37.8700000,-122.2800000
185600,2.6684000,50,1829,536,1129,516,37.8700000,-122.2900000
182600,3.8750000,52,895,198,386,204,37.8700000,-122.2900000
227900,3.0060000,52,1909,416,811,406,37.8800000,-122.2800000
220700,2.5430000,46,3022,696,1293,675,37.8700000,-122.2800000
212000,2.8676000,46,1777,446,805,431,37.8700000,-122.2800000
271400,2.1907000,52,2803,930,1372,876,37.8800000,-122.2700000
268800,1.7778000,30,1465,439,862,425,37.8700000,-122.2700000
277800,2.5200000,37,2619,682,1152,616,37.8800000,-122.2700000
332500,4.2788000,52,1149,255,483,249,37.8800000,-122.2600000
338900,2.9440000,52,2363,604,1558,573,37.8800000,-122.2600000
287500,1.7250000,52,2604,837,1798,769,37.8800000,-122.2600000
384600,5.2289000,41,685,141,266,123,37.8700000,-122.2500000
371400,2.5562000,42,1756,465,2184,422,37.8700000,-122.2500000
350000,0.9490000,52,1204,460,2016,477,37.8700000,-122.2500000
500001,1.1696000,52,609,236,1349,250,37.8700000,-122.2500000
175000,1.4012000,52,1087,371,3337,350,37.8700000,-122.2600000
241700,1.1859000,52,2773,998,1721,949,37.8700000,-122.2600000
216700,1.7464000,35,3218,1108,1675,1000,37.8700000,-122.2700000
211300,2.8846000,49,1350,368,707,350,37.8700000,-122.2700000
210200,2.7372000,52,3084,698,1424,694,37.8700000,-122.2700000
196400,3.8594000,52,938,195,393,189,37.8600000,-122.2800000
191700,3.5625000,52,1813,353,828,339,37.8700000,-122.2800000
182300,2.2788000,52,1233,300,571,292,37.8700000,-122.2800000
175000,2.5370000,44,2539,755,1382,713,37.8700000,-122.2900000
165900,2.5250000,46,1267,324,792,321,37.8700000,-122.2900000
156900,1.9946000,52,1665,404,815,372,37.8600000,-122.2900000
164300,2.8214000,52,1659,367,788,346,37.8600000,-122.2800000
150000,2.6165000,52,2225,460,1145,430,37.8700000,-122.2900000
150500,1.9483000,50,2485,607,1354,563,37.8600000,-122.2900000
169900,1.9327000,52,2031,450,958,445,37.8600000,-122.2800000
147400,1.9798000,49,2932,668,1361,608,37.8600000,-122.2800000
152700,2.4167000,52,2246,472,1005,449,37.8500000,-122.2800000
182700,2.5417000,49,2052,435,924,414,37.8600000,-122.2700000
179300,3.3906000,52,1999,417,780,358,37.8600000,-122.2800000
157700,2.5652000,52,3007,691,1582,636,37.8600000,-122.2800000
153100,2.2845000,41,2214,550,1213,568,37.8600000,-122.2800000
250000,2.6071000,52,1088,305,486,267,37.8600000,-122.2700000
206300,3.1500000,52,834,186,494,175,37.8600000,-122.2700000
218800,2.6914000,52,1769,372,849,365,37.8600000,-122.2700000
198200,1.8447000,52,2307,583,1127,548,37.8600000,-122.2700000
253600,1.6307000,35,5161,1744,3276,1742,37.8600000,-122.2600000
257400,2.9044000,52,3497,832,1493,794,37.8600000,-122.2600000
289500,2.9405000,52,3774,744,1461,679,37.8600000,-122.2600000
241700,3.3893000,52,2888,604,1253,538,37.8600000,-122.2600000
489600,3.0417000,48,2153,517,1656,459,37.8600000,-122.2500000
446200,7.0897000,52,1389,191,514,202,37.8600000,-122.2500000
456300,5.0463000,52,1709,318,719,295,37.8600000,-122.2500000
336800,1.7652000,52,1587,444,878,449,37.8600000,-122.2500000
500001,7.8521000,52,1668,225,517,214,37.8600000,-122.2400000
500001,9.3959000,52,3726,474,1366,496,37.8500000,-122.2400000
376900,5.3794000,52,4048,663,1316,590,37.8600000,-122.2500000
309600,3.2619000,52,3618,768,1508,755,37.8500000,-122.2600000
182300,2.7054000,52,4076,920,1800,815,37.8500000,-122.2700000
172700,2.2431000,47,2077,400,719,326,37.8500000,-122.2700000
150800,1.9028000,50,1279,300,675,255,37.8500000,-122.2700000
153600,1.5817000,52,1974,426,875,363,37.8500000,-122.2700000
106300,2.2841000,52,335,83,152,77,37.8500000,-122.2700000
142300,1.3785000,47,1375,307,843,319,37.8500000,-122.2700000
119400,2.9018000,52,610,145,281,132,37.8500000,-122.2800000
147900,1.7300000,44,1025,198,506,204,37.8500000,-122.2800000
132900,2.2625000,48,2063,484,1054,466,37.8500000,-122.2800000
132500,2.2106000,35,1872,419,1017,414,37.8400000,-122.2900000
126900,2.6997000,52,3108,813,1623,765,37.8300000,-122.2800000
143800,4.0018000,14,7355,2408,3100,2051,37.8400000,-122.3000000
500001,7.8772000,52,2990,379,947,361,37.8300000,-122.2300000
500001,11.8603000,39,2492,310,808,315,37.8200000,-122.2200000
500001,13.4990000,42,2991,335,1018,335,37.8200000,-122.2200000
500001,12.2138000,52,3242,366,1001,352,37.8200000,-122.2300000
466100,8.1872000,52,3051,381,1005,369,37.8200000,-122.2300000
500001,12.3804000,52,3494,396,1192,383,37.8200000,-122.2300000
457800,5.8948000,52,1757,246,585,227,37.8300000,-122.2400000
471600,8.1194000,52,2449,312,916,316,37.8300000,-122.2400000
500001,8.7477000,52,1611,203,556,179,37.8200000,-122.2300000
398600,6.1550000,52,3665,517,1470,520,37.8200000,-122.2400000
340700,5.8830000,52,2474,403,1104,398,37.8200000,-122.2500000
289900,5.2128000,52,3037,516,1242,518,37.7600000,-122.2300000
335300,4.7188000,52,2269,323,805,321,37.7600000,-122.2300000
333000,5.2915000,52,1316,177,378,162,37.7600000,-122.2300000
241000,2.6411000,52,1153,235,481,223,37.7700000,-122.2400000
189600,3.3214000,52,772,179,409,160,37.7700000,-122.2300000
206300,3.6417000,52,1711,386,885,373,37.7700000,-122.2400000
215700,3.0161000,52,2650,566,1468,567,37.7700000,-122.2500000
210200,3.1771000,52,1038,220,482,215,37.7700000,-122.2500000
208800,3.4531000,52,1527,320,825,264,37.7700000,-122.2500000
197900,4.3098000,52,859,157,429,158,37.7700000,-122.2500000
201300,3.3438000,52,970,217,528,208,37.7800000,-122.2600000
190800,2.9213000,52,1045,239,496,216,37.7800000,-122.2600000
207900,2.6806000,52,1408,280,718,265,37.7800000,-122.2700000
215300,3.7708000,52,1222,264,630,265,37.7800000,-122.2700000
212900,3.9444000,45,1169,263,723,286,37.7800000,-122.2700000
292700,5.2601000,13,2020,535,959,486,37.7800000,-122.2700000
275000,2.5444000,30,4145,869,3668,855,37.7900000,-122.2800000
200000,2.6447000,42,2038,368,2037,355,37.7700000,-122.3000000
173400,2.5762000,29,5154,1394,3741,1273,37.7800000,-122.2800000
102200,1.9427000,42,1241,309,821,300,37.7800000,-122.2900000
220800,2.9688000,52,1468,363,870,347,37.7700000,-122.2800000
242800,3.7500000,27,3997,1073,1901,966,37.7700000,-122.2800000
265400,5.1702000,18,2873,763,1243,663,37.7600000,-122.2900000
219000,2.5139000,50,1487,306,730,327,37.7800000,-122.2800000
282100,2.9732000,52,1670,350,793,299,37.7700000,-122.2600000
372000,5.5337000,52,2252,388,1033,434,37.7700000,-122.2700000
225800,4.1667000,52,1731,377,872,363,37.7700000,-122.2700000
220800,2.7115000,52,1710,481,849,457,37.7700000,-122.2700000
234500,3.3269000,52,2388,559,1121,518,37.7700000,-122.2700000
254200,3.2685000,52,2156,458,872,445,37.7700000,-122.2500000
351800,4.7778000,52,1565,315,637,297,37.7700000,-122.2600000
275000,4.2260000,52,1704,371,663,340,37.7700000,-122.2600000
405400,3.3571000,52,1210,168,411,172,37.7700000,-122.2600000
228100,2.9899000,52,2097,444,915,413,37.7700000,-122.2600000
234000,2.8750000,52,1848,479,921,477,37.7700000,-122.2600000
162500,2.3882000,43,955,284,585,266,37.7700000,-122.2400000
243400,2.9750000,43,4329,1110,2086,1053,37.7700000,-122.2500000
273800,5.1039000,52,3011,542,1303,535,37.7600000,-122.2300000
248500,4.1458000,52,1049,185,374,176,37.7600000,-122.2300000
244000,3.4762000,52,2504,516,979,472,37.7600000,-122.2400000
240900,2.6833000,52,1846,471,827,446,37.7600000,-122.2400000
306300,5.7500000,52,1705,246,658,253,37.7600000,-122.2300000
240000,3.9632000,50,1542,289,654,268,37.7500000,-122.2300000
247100,4.9489000,45,891,155,384,146,37.7500000,-122.2400000
286600,4.8711000,27,4051,753,1499,797,37.7500000,-122.2400000
266700,3.0718000,52,2646,581,1128,522,37.7600000,-122.2400000
229800,3.6719000,49,2428,525,1110,492,37.7600000,-122.2400000
229300,4.6094000,52,2567,436,1119,415,37.7600000,-122.2400000
228400,4.5213000,21,7031,1249,2930,1235,37.7300000,-122.2400000
206200,4.4562000,25,1914,365,897,390,37.7400000,-122.2500000
350700,7.6110000,5,18634,2885,7427,2718,37.7200000,-122.2400000
231000,3.2689000,31,5785,1379,2973,1312,37.7300000,-122.2700000
252900,3.5670000,52,2876,648,1340,632,37.7600000,-122.2500000
353900,3.6875000,28,6909,1554,2974,1484,37.7400000,-122.2700000
291700,4.7695000,23,5679,1270,2690,1151,37.7700000,-122.2700000
100000,3.1972000,20,1156,365,583,326,37.7500000,-122.2800000
341600,7.2634000,12,14316,2045,5781,2007,37.7700000,-122.0600000
412500,7.0568000,5,3596,467,1738,512,37.7300000,-122.0600000
248600,4.6350000,36,3541,570,1478,529,37.7100000,-122.0600000
254900,5.3015000,40,1808,302,746,270,37.7100000,-122.0700000
241500,4.9801000,36,2879,480,1235,455,37.7100000,-122.0700000
295200,5.4834000,26,3204,477,1411,484,37.7200000,-122.0700000
340400,6.1870000,31,3866,531,1368,521,37.7200000,-122.0800000
274700,5.6194000,32,2476,368,1048,367,37.7200000,-122.0800000
238600,5.4639000,35,2211,350,1004,365,37.7100000,-122.0800000
266400,5.1498000,35,2663,387,1086,367,37.7100000,-122.0900000
330200,5.8382000,30,2599,366,922,350,37.7200000,-122.1000000
206800,4.6500000,36,4569,824,1950,819,37.7100000,-122.1100000
209200,4.3819000,25,2973,622,1413,595,37.7000000,-122.1000000
195800,3.7222000,30,3115,625,1444,568,37.6900000,-122.1000000
253500,5.2855000,31,1843,282,749,269,37.7100000,-122.0900000
241800,4.3375000,31,2053,336,867,329,37.7000000,-122.0900000
252500,5.2131000,27,6740,1073,2723,1035,37.7100000,-122.1000000
263900,6.0050000,30,1751,269,731,263,37.7000000,-122.0900000
227000,5.0519000,38,1663,295,781,301,37.7100000,-122.0800000
220900,4.8237000,38,3716,657,1784,652,37.7100000,-122.0800000
259300,5.2497000,32,2718,447,1156,410,37.7000000,-122.0800000
232500,4.1250000,39,1420,272,645,277,37.7000000,-122.0700000
231600,4.6005000,37,1893,310,821,315,37.7000000,-122.0600000
209400,3.5187000,33,3906,790,1912,770,37.7000000,-122.0600000
223200,3.0000000,32,3400,736,1487,694,37.7000000,-122.0700000
209900,3.4934000,25,3402,758,1645,710,37.7000000,-122.0800000
208200,2.9861000,33,4413,1107,2239,1051,37.7000000,-122.0900000
203800,2.5362000,29,2304,618,1021,552,37.6900000,-122.0700000
195700,3.3021000,36,2350,499,1105,467,37.6900000,-122.0800000
190500,3.0964000,31,5914,1309,2999,1295,37.6900000,-122.0700000
181000,2.8512000,43,1575,324,740,284,37.6900000,-122.0800000
184900,3.3478000,42,1414,274,629,244,37.6900000,-122.0800000
190800,2.3958000,37,848,202,314,205,37.6800000,-122.0800000
242200,3.5295000,15,3051,685,1479,668,37.6800000,-122.0800000
188300,4.8036000,20,4296,817,1732,800,37.6900000,-122.0900000
183500,3.8510000,52,2898,557,1338,550,37.7400000,-122.1500000
204200,4.0662000,52,1071,201,440,192,37.7400000,-122.1400000
251900,4.6042000,51,2619,403,922,393,37.7300000,-122.1400000
187500,2.2000000,49,1494,316,611,288,37.7400000,-122.1500000
198200,4.1164000,52,2260,416,994,412,37.7300000,-122.1600000
219000,3.9500000,52,1394,223,545,230,37.7400000,-122.1500000
275000,4.9135000,52,1028,129,317,143,37.7300000,-122.1500000
245400,2.8355000,45,3758,819,1573,736,37.7300000,-122.1500000
177500,3.2500000,46,2163,470,925,435,37.7300000,-122.1700000
171600,2.8301000,49,1699,408,768,385,37.7300000,-122.1600000
183300,3.7159000,52,1555,289,620,292,37.7300000,-122.1700000
175000,2.5625000,52,1114,206,425,207,37.7300000,-122.1600000
156700,3.8047000,45,1498,313,1003,305,37.7200000,-122.1800000
157500,3.3750000,45,726,147,519,135,37.7100000,-122.1800000
179800,3.2440000,38,890,200,481,198,37.7100000,-122.1700000
205500,4.0268000,36,2639,533,1209,519,37.7000000,-122.1800000
178900,3.3906000,35,2562,554,1398,525,37.7000000,-122.1800000
262500,5.5461000,36,361,69,158,58,37.7100000,-122.1900000
165000,3.3710000,42,3008,659,1817,664,37.7200000,-122.1700000
159700,3.5313000,46,1369,284,766,289,37.7200000,-122.1700000
158300,3.6630000,5,1692,398,814,328,37.7200000,-122.1700000
144800,2.8750000,38,1007,245,618,239,37.7200000,-122.1600000
166300,4.0202000,43,3783,814,2139,789,37.7200000,-122.1700000
191000,4.5553000,37,1507,242,632,253,37.7100000,-122.1600000
175000,3.4643000,36,666,132,366,134,37.7100000,-122.1600000
137500,3.3431000,10,2229,601,877,485,37.7200000,-122.1600000
141700,2.1898000,28,2215,587,830,573,37.7300000,-122.1500000
210900,2.9097000,31,1616,372,739,379,37.7200000,-122.1500000
198300,3.3750000,47,1190,251,540,266,37.7200000,-122.1500000
157400,2.8125000,29,4169,1047,2024,962,37.7200000,-122.1500000
264700,5.0000000,52,2024,320,823,334,37.7300000,-122.1400000
218400,3.0673000,38,1723,394,711,353,37.7300000,-122.1400000
235100,3.8125000,43,2264,390,931,368,37.7300000,-122.1400000
341800,6.9096000,33,1996,268,686,270,37.7300000,-122.1300000
367300,7.9120000,26,2862,394,1030,397,37.7200000,-122.1300000
243500,3.8393000,35,2183,383,976,392,37.7200000,-122.1300000
167900,4.0000000,35,1037,207,552,210,37.7100000,-122.1200000
371200,6.5095000,25,1134,153,340,171,37.7200000,-122.1300000
218900,3.5156000,39,786,132,288,132,37.7200000,-122.1400000
202700,2.9830000,45,1397,253,555,248,37.7200000,-122.1400000
186200,3.5240000,45,2315,451,1006,444,37.7200000,-122.1300000
188900,3.1103000,44,1613,339,776,346,37.7100000,-122.1300000
180000,3.5781000,44,1421,298,609,270,37.7100000,-122.1300000
202700,3.1682000,18,5778,1526,2441,1352,37.7100000,-122.1500000
181700,2.6101000,27,3094,866,1364,789,37.7100000,-122.1400000
166800,3.6932000,18,3905,1007,2197,1044,37.7100000,-122.1400000
183700,3.4583000,43,3046,557,1333,544,37.7000000,-122.1300000
218000,3.9032000,19,3516,710,1810,703,37.7000000,-122.1300000
191500,4.0208000,36,998,178,531,183,37.7100000,-122.1500000
194700,3.5547000,36,1464,244,672,261,37.7000000,-122.1500000
187200,4.5859000,17,1463,292,695,330,37.7000000,-122.1400000
223100,2.6321000,21,4124,1054,2162,998,37.7000000,-122.1300000
271300,3.3950000,17,2380,769,1216,643,37.6900000,-122.1300000
194100,3.9702000,36,1266,228,606,239,37.7000000,-122.1400000
190400,5.0043000,36,2239,391,1203,379,37.7000000,-122.1600000
189100,4.4659000,38,1571,317,874,301,37.6900000,-122.1400000
184600,3.6625000,38,1246,221,637,222,37.6900000,-122.1500000
197300,3.8864000,36,1501,287,703,276,37.6900000,-122.1500000
192600,3.4583000,36,1468,252,733,229,37.7000000,-122.1500000
192200,3.7813000,36,1118,219,625,228,37.6900000,-122.1600000
194600,2.9917000,36,1097,208,568,225,37.7000000,-122.1600000
193500,4.4375000,36,1719,303,836,311,37.7000000,-122.1600000
202600,4.0000000,24,1755,365,952,362,37.7000000,-122.1700000
83300,2.3869000,16,1687,348,568,352,37.6800000,-122.1600000
212600,4.7609000,24,2262,391,1125,366,37.6900000,-122.1700000
187800,5.4858000,5,2087,407,840,401,37.6800000,-122.1800000
205700,4.3971000,36,1480,278,796,283,37.6900000,-122.1600000
192900,4.0109000,36,1545,273,863,267,37.6900000,-122.1500000
205200,4.3864000,35,2632,447,1349,486,37.6800000,-122.1500000
213400,4.2841000,30,2261,443,929,383,37.6800000,-122.1500000
183600,5.1312000,39,1670,308,957,335,37.6900000,-122.1500000
178400,2.9958000,37,2141,535,1093,555,37.6900000,-122.1400000
219200,3.6364000,27,3337,613,1489,607,37.6800000,-122.1400000
183100,2.7955000,31,3184,716,1561,628,37.6800000,-122.1400000
157100,2.9507000,44,2341,500,1256,485,37.6900000,-122.1000000
157800,3.4375000,30,1197,269,695,279,37.6900000,-122.1200000
161700,2.8750000,34,1131,278,560,237,37.6900000,-122.1300000
152100,3.0345000,38,1164,284,632,289,37.7100000,-122.1200000
144900,2.6790000,41,3495,787,1849,750,37.7000000,-122.1200000
179900,2.9922000,17,2488,617,1287,538,37.7000000,-122.1200000
179100,4.1042000,35,2681,508,1580,536,37.6900000,-122.1200000
159900,2.5833000,19,2495,635,1571,579,37.7000000,-122.1200000
161400,2.1552000,23,1689,461,828,443,37.7000000,-122.1100000
170400,2.3274000,29,1298,306,835,338,37.7000000,-122.1100000
137500,2.4206000,19,2693,789,1765,724,37.7000000,-122.1100000
178400,3.9063000,41,746,145,387,161,37.6900000,-122.1000000
155200,2.6464000,37,2444,651,1562,618,37.6900000,-122.1100000
160900,3.4643000,42,1472,310,768,309,37.6900000,-122.1100000
167300,2.3973000,10,2227,560,1140,472,37.6900000,-122.1200000
340000,6.5000000,20,200,25,83,31,37.6900000,-122.0300000
431000,6.0574000,32,1283,194,485,171,37.6400000,-121.9700000
301100,3.8958000,6,2445,590,1189,573,37.6300000,-122.0200000
241900,4.7813000,21,1307,236,586,249,37.6300000,-122.0400000
162500,3.2829000,5,3785,936,2240,792,37.6300000,-122.0500000
299200,5.3169000,10,2031,357,867,352,37.6600000,-122.0400000
315500,6.2579000,10,8299,1326,3827,1288,37.6500000,-122.0400000
216800,5.1701000,23,7518,1279,3827,1294,37.6800000,-122.0500000
218100,3.2500000,36,1815,426,1280,431,37.6800000,-122.0700000
170300,3.1796000,30,5367,1207,2667,1047,37.6800000,-122.0600000
275000,2.4196000,26,1167,370,253,137,37.6800000,-122.0800000
184100,2.6563000,26,2607,682,1401,607,37.6800000,-122.0800000
160000,0.9637000,29,493,168,233,152,37.6700000,-122.0800000
175000,2.3357000,48,1252,305,673,308,37.6700000,-122.0900000
197500,3.5114000,41,1382,353,704,314,37.6800000,-122.0900000
150000,3.3125000,43,500,110,273,120,37.6900000,-122.0900000
205600,2.4042000,29,2333,538,1120,540,37.6800000,-122.0900000
170300,2.8322000,41,1834,463,1105,467,37.6800000,-122.0900000
190900,2.5156000,43,1415,348,569,293,37.6800000,-122.0900000
196900,3.4032000,37,1352,342,691,324,37.6800000,-122.1000000
174000,2.5350000,37,2116,503,1109,448,37.6800000,-122.1000000
170200,2.5772000,37,1976,481,1197,465,37.6800000,-122.1100000
180900,3.0962000,38,1779,413,1061,400,37.6800000,-122.1000000
150500,2.9564000,34,3659,897,2479,903,37.6700000,-122.1000000
167100,3.1250000,31,1892,428,1162,389,37.6800000,-122.1000000
148900,2.9500000,35,1958,484,1146,448,37.6800000,-122.1200000
196400,4.3800000,40,1553,253,724,267,37.6800000,-122.1200000
191100,4.0417000,37,2412,394,975,375,37.6800000,-122.1200000
187500,3.8000000,36,2110,389,952,370,37.6700000,-122.1100000
180600,3.4839000,45,2179,401,1159,399,37.6800000,-122.1200000
182800,4.0588000,45,2457,445,1129,422,37.6800000,-122.1300000
179300,4.1974000,44,2147,399,1175,401,37.6800000,-122.1300000
179400,3.6000000,43,1676,340,924,328,37.6800000,-122.1300000
210300,4.2670000,35,2976,518,1424,538,37.6800000,-122.1400000
192300,4.2386000,34,3036,533,1366,500,37.6700000,-122.1400000
